,range_of_agi,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence,zipcode
358,21,27450,1344951,78178,23834,1359,511,5212701,1448833,52.7808014571949,02151
359,21,9380,661375,49350,16477,797,327,2786827,728326,77.64669509594883,02152
360,21,30970,2237006,116171,43901,2161,1477,9413958,2400716,77.51746851792056,02155
361,21,440,43240,0,0,0,28,193609,43268,98.33636363636364,02163
362,21,30400,1934155,109500,38393,1909,922,7918578,2084879,68.58154605263158,02169
363,21,10700,615576,39323,16022,550,183,2480417,671654,62.77140186915888,02170
364,21,10260,755516,43446,17974,751,604,3247300,818291,79.75545808966862,02171
365,21,14580,1466202,76810,37935,1690,1689,6634931,1584326,108.66433470507545,02176
366,21,12170,1008014,67407,28605,1393,921,4416532,1106340,90.90714872637633,02180
367,21,19340,1646174,107704,37591,2147,1552,7274606,1795168,92.82150982419856,02184
368,21,13090,1972786,89231,59441,2186,4534,9688830,2128178,162.58044308632543,02186
369,21,7660,527984,39352,11611,663,170,2199392,579780,75.68929503916449,02188
370,21,7800,489346,33812,10962,670,142,2035518,534932,68.58102564102565,02189
371,21,9410,704398,55273,17672,1015,181,3016018,778539,82.73528161530287,02190
372,21,4570,327417,25901,7708,447,150,1383816,361623,79.12975929978118,02191
373,21,930,444417,6250,6896,94,4745,2395304,462402,497.2064516129032,02199
374,21,2750,721965,5778,8801,323,2677,3728831,739544,268.9250909090909,02210
375,21,6130,511955,7633,4471,154,1825,2245135,526038,85.8137030995106,02215
376,21,30710,1281690,75812,25000,2064,176,4940225,1384742,45.09091501139694,02301
377,21,17080,761149,46612,16973,1275,24,2965261,826033,48.36258782201405,02302
378,21,2420,149272,9215,4622,241,34,627592,163384,67.51404958677686,02322
379,21,12010,919164,65376,24872,1523,308,3989604,1011243,84.20008326394671,02324
380,21,5580,359445,28825,10911,647,40,1512888,399868,71.66093189964158,02330
381,21,7000,1320929,52074,40405,1515,3691,6708922,1418614,202.65914285714285,02332
382,21,7380,511259,38019,17951,947,130,2189922,568306,77.00623306233062,02333
383,21,4070,292827,19797,9964,479,63,1238985,323130,79.3931203931204,02338
384,21,7140,825270,48084,31139,1286,693,3917720,906472,126.95686274509804,02339
385,21,5290,392542,30137,13005,708,157,1706864,436549,82.5234404536862,02341
386,21,5810,349802,23482,12131,532,26,1461517,385973,66.43253012048193,02343
387,21,12180,771159,67987,25701,1265,240,3215796,866352,71.12906403940887,02346
388,21,5750,479616,30022,13659,896,504,2140129,524697,91.25165217391304,02347
389,21,8760,614644,41628,19289,939,216,2613406,676716,77.25068493150685,02351
390,21,6300,759106,32785,23804,1064,1315,3651916,818074,129.85301587301586,02356
391,21,9050,759597,46684,24874,1315,331,3404494,832801,92.02220994475138,02359
392,21,28840,2451045,196765,75074,3973,1829,10911257,2728686,94.61463245492372,02360
393,21,6700,589149,33935,20118,967,547,2667992,644716,96.22626865671641,02364
394,21,120,9423,1249,327,7,0,36846,11006,91.71666666666667,02366
395,21,1490,119684,9184,4431,205,15,527757,133519,89.61006711409397,02367
396,21,17790,964450,58461,26263,1568,312,3956599,1051054,59.081169196177626,02368
397,21,9410,559973,43181,17187,898,65,2312359,621304,66.0259298618491,02370
398,21,5330,452993,26409,14114,675,306,2039243,494497,92.77617260787993,02375
399,21,3750,276072,19945,9035,440,154,1193198,305646,81.5056,02379
400,21,7620,481871,32406,12666,779,44,1996413,527766,69.26062992125985,02382
401,21,6890,1610757,43850,59225,1516,6755,8277011,1722103,249.9423802612482,02420
402,21,8060,1977481,66348,63983,1635,7740,10128776,2117187,262.6782878411911,02421
403,21,9860,2524047,43543,46680,1055,24040,12810890,2639365,267.6840770791075,02445
404,21,14080,2056813,57215,37841,1004,9453,9903055,2162326,153.57428977272727,02446
405,21,9440,795050,36452,14904,897,587,3461099,847890,89.81885593220339,02451
406,21,6420,564357,32551,11901,637,848,2514143,610294,95.06137071651091,02452
407,21,14580,1025795,38608,14447,983,841,4280805,1080674,74.12030178326475,02453
408,21,6390,1145698,26356,25163,762,5906,5754958,1203885,188.40140845070422,02458
409,21,8580,2348735,53010,60799,1794,13472,12144245,2477810,288.7890442890443,02459
410,21,4700,764075,24670,18084,527,3050,3751456,810406,172.4268085106383,02460
411,21,3490,657764,19189,17692,546,1749,3325217,696940,199.69627507163324,02461
412,21,690,98284,3683,2976,83,182,478428,105208,152.47536231884058,02462
413,21,1570,171622,5498,4189,189,178,800996,181676,115.7171974522293,02464
414,21,5800,1792028,32627,34552,1024,18493,9275533,1878724,323.91793103448276,02465
415,21,3410,550524,21177,13314,450,2685,2649546,588150,172.47800586510263,02466
416,21,7640,2645782,53517,50694,1342,26483,13898726,2777818,363.58874345549737,02467
417,21,2640,1024387,17356,24690,602,6634,5354684,1073669,406.692803030303,02468
418,21,19050,1614745,65201,29214,1349,1677,7071155,1712186,89.87853018372704,02472
419,21,14390,1536637,63199,40508,1354,1852,7014419,1643550,114.21473245309242,02474
420,21,8710,1095850,47869,32927,999,2038,5182794,1179683,135.44006888633754,02476
421,21,12390,2213224,69437,65483,1713,8417,10978034,2358274,190.33688458434222,02478
422,21,6900,3722741,42316,72989,2178,40403,19998313,3880627,562.4097101449275,02481
423,21,4890,1677149,28412,40229,1427,8733,8876184,1755950,359.08997955010227,02482
424,21,9600,2595271,64422,66287,2276,10977,13590968,2739233,285.33677083333333,02492
425,21,5130,3883183,32997,71213,1774,49079,20981131,4038246,787.1824561403508,02493
426,21,4750,762371,21755,21968,821,1309,3779328,808224,170.15242105263158,02494
427,21,6020,391056,42802,9153,584,217,1651766,443812,73.72292358803986,02532
428,21,470,48660,5831,1702,70,180,220956,56443,120.09148936170213,02534
429,21,640,62805,3780,1606,58,219,300061,68468,106.98125,02535
430,21,10630,743854,82726,15806,1167,607,3198782,844160,79.41298212605832,02536
431,21,3110,294466,25861,10892,537,230,1352716,331986,106.74790996784566,02537
432,21,2380,109746,8567,2129,143,0,427101,120585,50.66596638655462,02538
433,21,3020,250088,15411,4801,347,827,1156975,271474,89.89205298013245,02539
434,21,3960,365876,40838,9038,442,849,1675487,417043,105.31388888888888,02540
435,21,190,8932,0,0,0,0,26228,8932,47.01052631578948,02542
436,21,500,46812,4799,1388,33,171,227607,53203,106.406,02543
437,21,550,40190,5783,1003,58,0,165906,47034,85.51636363636364,02553
438,21,6280,576289,19094,7787,414,2455,2685650,606039,96.50302547770701,02554
439,21,1940,186693,20880,5150,302,281,847230,213306,109.95154639175257,02556
440,21,1930,125107,12760,3859,200,167,545347,142093,73.62331606217617,02557
441,21,1130,55930,8254,1188,74,0,215973,65446,57.91681415929204,02558
442,21,1770,133233,16791,3798,204,104,570925,154130,87.07909604519774,02559
443,21,430,25840,2034,559,29,0,103065,28462,66.1906976744186,02561
444,21,1790,144329,14783,3648,256,79,634345,163095,91.1145251396648,02562
445,21,5600,446285,38593,14615,755,203,1993754,500451,89.36625,02563
446,21,220,33846,986,666,21,207,164239,35726,162.3909090909091,02564
447,21,4350,315881,17716,7588,372,1254,1427893,342811,78.80712643678162,02568
448,21,5470,306272,30164,7825,474,102,1252781,344837,63.04149908592322,02571
449,21,1180,98697,7057,2734,103,286,455495,108877,92.26864406779661,02575
450,21,2160,123648,10431,2797,174,0,495859,137050,63.449074074074076,02576
451,21,1100,111864,2302,1069,60,185,516838,115480,104.98181818181818,02584
452,21,7950,337354,24520,5664,382,216,1317992,368136,46.30641509433962,02601
453,21,1110,154617,10135,4128,178,200,657646,169258,152.48468468468468,02630
454,21,5320,394327,51171,11069,611,535,1721923,457713,86.03627819548872,02631
455,21,5880,436662,40136,9894,711,414,1902240,487817,82.96207482993198,02632
456,21,2270,245317,26770,5695,280,1034,1151238,279096,122.94977973568282,02633
457,21,2010,209910,18711,6196,322,961,972929,236100,117.46268656716418,02635
458,21,280,27767,3271,1046,41,0,125921,32125,114.73214285714286,02637
459,21,1730,150796,23349,3346,245,116,671160,177852,102.80462427745665,02638
460,21,1810,83669,10733,1094,92,0,316701,95588,52.81104972375691,02639
461,21,710,65090,12674,1984,95,111,281754,79954,112.6112676056338,02641
462,21,2190,152858,25298,4293,220,164,641534,182833,83.48538812785388,02642
463,21,570,67035,11096,2285,97,218,311369,80731,141.63333333333333,02643
464,21,2220,153484,11267,4702,275,23,661182,169751,76.46441441441442,02644
465,21,5480,380070,44927,9306,595,346,1628212,435244,79.42408759124088,02645
466,21,1180,97692,15308,3565,133,177,436659,116875,99.04661016949153,02646
467,21,230,25292,2401,1223,23,0,112144,28939,125.82173913043478,02647
468,21,4150,304327,23685,6344,489,154,1327393,334999,80.72265060240964,02648
469,21,8100,614867,68928,14999,1013,786,2678945,700593,86.49296296296296,02649
470,21,580,58114,6155,1719,81,191,270159,66260,114.24137931034483,02650
471,21,780,49736,9962,1440,62,0,201891,61200,78.46153846153847,02651
472,21,650,43831,5182,1209,43,0,186132,50265,77.33076923076923,02652
473,21,2990,233968,25790,6201,321,671,1050205,266951,89.28127090301004,02653
474,21,2010,282974,16797,10057,349,2251,1366210,312428,155.436815920398,02655
475,21,2530,192467,10677,4689,148,721,884519,208702,82.49090909090908,02657
476,21,650,48148,7120,984,63,0,184854,56315,86.63846153846154,02659
477,21,3460,210693,31400,3439,294,105,851686,245931,71.07832369942197,02660
478,21,330,21143,3772,696,24,0,85670,25635,77.68181818181819,02663
479,21,5320,310533,42932,6897,427,171,1261583,360960,67.84962406015038,02664
480,21,640,52036,4843,1697,54,121,231226,58751,91.7984375,02666
481,21,1600,111702,12725,2877,136,174,485435,127614,79.75875,02667
482,21,1820,167057,12439,4255,277,254,760107,184282,101.25384615384615,02668
483,21,370,39585,4387,919,40,0,175204,44931,121.43513513513514,02669
484,21,870,69624,9532,1615,109,294,301142,81174,93.30344827586207,02670
485,21,690,45716,6881,1543,67,25,192495,54232,78.59710144927536,02671
486,21,280,27472,2679,756,32,0,115094,30939,110.49642857142857,02672
487,21,4640,247973,28950,5131,365,133,998734,282552,60.894827586206894,02673
488,21,3710,298914,44241,7724,474,247,1284008,351600,94.77088948787062,02675
489,21,2190,169272,13945,4271,333,48,729534,187869,85.78493150684932,02702
490,21,22680,1443324,72158,30960,2194,466,6040385,1549102,68.30255731922398,02703
491,21,1780,130759,7486,4069,288,17,564609,142619,80.12303370786516,02715
492,21,2570,185694,14706,4471,312,45,788152,205228,79.85525291828793,02717
493,21,3590,215079,14308,5102,358,0,878536,234847,65.41699164345404,02718
494,21,8250,513342,44563,9659,692,249,2098793,568505,68.90969696969697,02719
495,21,14220,687298,60033,8536,828,202,2596276,756897,53.22763713080169,02720
496,21,11480,433113,24718,4217,472,0,1539295,462520,40.289198606271775,02721
497,21,6590,236233,13748,1704,178,0,815671,251863,38.21896813353566,02723
498,21,7490,278181,17410,2244,237,0,972023,298072,39.79599465954606,02724
499,21,1320,75283,7525,1721,108,0,302406,84637,64.1189393939394,02725
500,21,8060,519024,54163,13716,831,164,2134729,587898,72.94019851116626,02726
501,21,2690,308356,18206,8824,424,1486,1467832,337296,125.38884758364313,02738
502,21,3530,375211,30243,11638,569,654,1761060,418315,118.5028328611898,02739
503,21,19130,775262,56324,10330,739,123,2868697,842778,44.0553058024046,02740
504,21,5350,338636,25374,8535,544,47,1410522,373136,69.74504672897196,02743
505,21,5200,185414,11164,1861,151,0,656973,198590,38.190384615384616,02744
506,21,12290,583319,44946,10511,742,43,2223277,639561,52.03913751017087,02745
507,21,6420,203093,9431,1345,103,0,689360,213972,33.32897196261682,02746
508,21,9380,678211,52653,13157,1079,273,2892355,745373,79.46407249466951,02747
509,21,5950,592665,41630,13164,804,1451,2750121,649714,109.19563025210084,02748
510,21,13920,1120335,51251,25752,1713,722,4946999,1199773,86.19058908045977,02760
511,21,4830,389668,19390,9373,577,128,1704722,419136,86.7776397515528,02762
512,21,1070,103913,4509,2477,155,42,461557,111096,103.82803738317757,02763
513,21,2140,152979,12280,4764,317,23,653069,170363,79.6088785046729,02764
514,21,9350,737423,38977,20996,1161,311,3266461,798868,85.44042780748663,02766
515,21,7400,565644,40958,17140,1029,176,2471670,624947,84.45229729729729,02767
516,21,6270,559765,33269,14162,1016,358,2538859,608570,97.06060606060606,02769
517,21,2840,249168,18406,7903,412,305,1120749,276194,97.25140845070422,02770
518,21,7650,601742,39938,16003,1202,420,2636095,659305,86.18366013071895,02771
519,21,8570,584743,44629,15270,1052,139,2478628,645833,75.35974329054842,02777
520,21,3380,260978,13894,7649,510,146,1149089,283177,83.7801775147929,02779
521,21,25300,1310553,98756,25133,1865,376,5186026,1436683,56.78588932806324,02780
522,21,8440,629567,53288,11484,1034,646,2705402,696019,82.46670616113744,02790
523,21,210,25064,2388,672,38,129,113941,28291,134.71904761904761,02791
524,21,460,27368,2536,454,60,0,107104,30418,66.12608695652175,02802
525,21,1460,86776,5857,2706,237,0,356733,95576,65.46301369863014,02804
526,21,8220,1339903,48144,43923,3170,5094,6779931,1440234,175.2109489051095,02806
527,21,750,57247,4455,1495,27,97,251959,63321,84.428,02807
528,21,1120,58301,3464,1280,139,0,231950,63184,56.41428571428571,02808
529,21,10160,753606,63333,21167,1231,846,3297930,840183,82.69517716535434,02809
530,21,680,50050,3588,1849,131,0,213193,55618,81.79117647058824,02812
531,21,4080,326448,29854,7482,503,199,1411746,364486,89.33480392156862,02813
532,21,3810,267026,20286,8890,804,142,1151240,297148,77.99160104986876,02814
533,21,150,8941,717,273,20,0,35729,9951,66.34,02815
534,21,16890,1060791,77069,31839,2814,315,4474505,1172828,69.43919478981645,02816
535,21,3260,263272,18264,8161,695,82,1146136,290474,89.10245398773006,02817
536,21,9790,1330481,68713,46546,2207,2598,6520172,1450545,148.16598569969358,02818
537,21,3140,248090,16948,7264,874,133,1103638,273309,87.04108280254778,02822
538,21,2730,193220,15258,7941,819,56,839054,217294,79.59487179487179,02825
539,21,460,30302,2006,871,127,0,124999,33306,72.40434782608696,02826
540,21,1100,76375,6069,2933,224,0,323085,85601,77.8190909090909,02827
541,21,3800,300610,28780,8575,1233,84,1317829,339282,89.28473684210526,02828
542,21,3230,214557,15683,5846,916,50,902474,237052,73.39071207430341,02830
543,21,2080,178029,10162,5550,484,232,793071,194457,93.48894230769231,02831
544,21,2450,160792,12753,5800,441,41,681931,179827,73.39877551020408,02832
545,21,310,17581,1572,585,41,0,69612,19779,63.803225806451614,02833
546,21,3060,416941,27202,10373,339,1033,2025175,455888,148.9830065359477,02835
547,21,1780,156897,14163,3467,144,286,697632,174957,98.29044943820224,02837
548,21,1720,83110,5036,1280,158,0,318073,89584,52.08372093023256,02838
549,21,910,55309,3998,1415,221,0,223438,60943,66.97032967032968,02839
550,21,11180,931657,62811,18692,712,2252,4084390,1016124,90.88765652951699,02840
551,21,270,7040,0,0,0,0,20600,7040,26.074074074074073,02841
552,21,8580,597420,59938,17324,707,522,2536121,675911,78.77750582750583,02842
553,21,12250,1111379,82362,32463,2454,1971,5083422,1230629,100.45951020408164,02852
554,21,4560,350069,29035,11336,1003,120,1541863,391563,85.86907894736842,02857
555,21,290,18901,820,421,69,0,75097,20211,69.69310344827586,02858
556,21,3020,178595,12748,4764,766,13,731723,196886,65.19403973509934,02859
557,21,21560,809882,32339,10621,1718,233,3012433,854793,39.6471706864564,02860
558,21,13890,635180,43820,11708,2235,68,2419567,693011,49.89280057595392,02861
559,21,8100,223136,4840,1064,240,0,729123,229280,28.30617283950617,02863
560,21,17700,1372841,78586,34699,3239,612,6008572,1489977,84.17949152542373,02864
561,21,9100,847298,49350,19929,2275,1054,3884728,919906,101.08857142857143,02865
562,21,9160,844300,80528,24222,1086,1500,3800822,951636,103.89039301310044,02871
563,21,160,9204,921,314,22,0,35253,10461,65.38125,02873
564,21,3120,344330,22764,11854,678,393,1634620,380019,121.80096153846154,02874
565,21,200,10365,403,326,19,0,40259,11113,55.565,02875
566,21,740,45759,3182,964,151,0,184224,50056,67.64324324324325,02876
567,21,8320,592557,51802,18878,861,350,2554005,664448,79.86153846153846,02878
568,21,10890,915426,84840,28322,1619,1269,4160325,1031476,94.71772268135905,02879
569,21,1130,94877,12186,2631,141,31,412951,109866,97.22654867256637,02881
570,21,6380,607235,57961,15592,757,1042,2781741,682587,106.98855799373041,02882
571,21,5480,332808,23800,9464,740,150,1384584,366962,66.96386861313869,02885
572,21,15190,1016766,83087,26899,2985,495,4345023,1130232,74.40631994733377,02886
573,21,10820,627575,50498,16290,1920,142,2582977,696425,64.36460258780036,02888
574,21,14930,890724,63531,22765,2748,553,3698298,980321,65.66115204286672,02889
575,21,11580,767989,69989,18921,2061,765,3267933,859725,74.24222797927462,02891
576,21,2670,212465,15537,6852,496,40,937410,235390,88.16104868913858,02892
577,21,15350,795915,60602,19451,2161,124,3177412,878253,57.21517915309446,02893
578,21,420,21521,1296,764,66,0,85955,23647,56.30238095238095,02894
579,21,18980,770664,44059,12429,2294,60,2860080,829506,43.70421496311907,02895
580,21,5180,391273,28796,10579,1660,125,1703243,432433,83.48127413127413,02896
581,21,1060,70020,4708,2358,176,0,293891,77262,72.88867924528302,02898
582,21,4030,368781,10161,7263,500,1594,1756552,388299,96.35210918114144,02903
583,21,14700,714659,56840,15672,2597,134,2840782,789902,53.73482993197279,02904
584,21,11830,515648,24894,10096,1205,229,2070339,552072,46.66711749788673,02905
585,21,11920,1463814,56758,38682,3321,5266,7127639,1567841,131.53028523489934,02906
586,21,13360,368152,10869,2478,522,0,1268956,382021,28.59438622754491,02907
587,21,16830,651258,34177,8091,1644,164,2464745,695334,41.31515151515151,02908
588,21,19170,577187,16825,4367,934,75,2002586,599388,31.26697965571205,02909
589,21,11640,545272,37497,11759,1645,44,2122420,596217,51.22139175257732,02910
590,21,7980,420924,37826,9937,1565,43,1680935,470295,58.93421052631579,02911
591,21,10830,477366,31815,8306,1112,170,1799810,518769,47.901108033240995,02914
592,21,8900,480575,40649,11630,1434,115,1921786,534403,60.045280898876406,02915
