zip,city,state,avg_lat,avg_long,rest_pr_1,rest_rv_1,rest_pr_2,rest_rv_2,rest_pr_3,rest_rv_3,rest_pr_4,rest_rv_4,shop_pr_1,shop_rv_1,shop_pr_2,shop_rv_2,shop_pr_3,shop_rv_3,shop_pr_4,shop_rv_4,loca_pr_1,loca_rv_1,loca_pr_2,loca_rv_2,loca_pr_3,loca_rv_3,loca_pr_4,loca_rv_4,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence
32124,Daytona Beach,FL,29.17552828112225,-81.09909123145916,4,76,2,30,0,0,0,0,3,65,5,65,0,0,0,0,0,0,0,0,0,0,0,0,2040,126659,14390,2337,63,35,503119,143484,70.33529411764705
32211,Jacksonville,FL,30.33180909649573,-81.58885715485653,18,412,6,161,0,0,0,0,7,16,7,17,1,7,2,9,2,8,1,4,0,0,0,0,14640,522213,44562,3091,173,127,1819231,570166,38.945765027322395
32223,Jacksonville,FL,30.16215142031132,-81.62707207254442,26,1059,26,2693,1,88,0,0,17,102,36,328,6,57,2,11,2,4,3,14,0,0,0,0,12500,1021858,92437,16667,251,1095,4258936,1132308,90.58464000000001
32266,Neptune Beach,FL,30.323721407665506,-81.40153998885285,8,538,13,1803,1,66,0,0,1,4,20,150,4,33,0,0,0,0,0,0,0,0,0,0,3850,326380,27310,5753,75,265,1390297,359783,93.45012987012987
32305,Tallahassee,FL,30.36414913744645,-84.27827263685899,6,87,2,26,0,0,0,0,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8350,272237,40400,1383,177,0,908375,314197,37.62838323353294
32423,Bascom,FL,30.92,-85.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,19948,3840,29,0,0,60409,23817,44.10555555555555
32430,Clarksville,FL,30.43,-85.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,21687,2588,78,0,0,71015,24353,50.73541666666666
32439,Freeport,FL,30.48752248031651,-86.13701859113176,5,69,5,86,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4660,253405,29943,2102,112,57,947986,285619,61.29163090128755
32445,Malone,FL,30.95,-85.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,19114,3271,29,0,0,59499,22414,41.507407407407406
32653,Gainesville,FL,29.7130474991802,-82.359478940926,1,8,0,0,0,0,0,0,3,34,6,27,1,4,0,0,0,0,1,3,0,0,0,0,6490,490462,49698,7120,178,442,1972913,547900,84.42218798151002
32696,Williston,FL,29.38567760084857,-82.44829271204243,9,82,6,125,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5180,229722,25304,1490,136,214,810263,256866,49.58803088803089
32707,Casselberry,FL,28.651633927931666,-81.3272441364012,32,1359,14,1183,1,16,0,0,14,198,29,195,2,25,1,9,2,27,4,17,1,9,1,9,17770,822074,54343,6144,269,147,3005956,882977,49.6891952729319
32837,Orlando,FL,28.387934507357567,-81.41303232283028,39,2027,37,3467,2,424,2,199,12,53,39,485,6,52,1,6,3,30,7,41,0,0,0,0,25540,1215620,57514,12307,764,310,4646696,1286515,50.37255285826155
32925,Patrick Afb,FL,28.23814258518549,-80.60550095003897,2,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,29995,6082,222,11,0,99743,36310,63.70175438596491
33014,Miami Lakes,FL,25.90630713905529,-80.30576475305656,32,1805,21,3231,1,105,1,7,12,55,29,341,3,40,1,1,4,19,5,61,0,0,0,0,20710,914347,30846,9542,1111,1018,3636136,956864,46.20299372283921
33028,Pembroke Pines,FL,26.020230939347247,-80.33537535393162,7,713,7,1141,0,0,0,0,1,10,3,23,1,7,0,0,1,3,0,0,0,0,0,0,12250,935569,46902,20142,597,320,3988302,1003530,81.92081632653061
33051,Key Colony Beach,FL,24.720397739654032,-81.0169799359211,0,0,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,60006,5906,1594,10,247,262879,67763,154.00681818181818
33066,Coconut Creek,FL,26.245846524724197,-80.18012443370858,0,0,2,679,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8850,420794,51749,4740,188,106,1563748,477577,53.96350282485876
33154,Bay Harbor Islands,FL,25.886765532360712,-80.12515345778955,5,202,19,1756,13,1860,3,221,2,6,10,148,13,102,16,270,1,2,1,21,1,59,0,0,5870,1555395,26930,26113,100,17201,7835353,1625739,276.9572402044293
33185,Miami,FL,25.72165156071875,-80.43716364802697,20,1172,10,853,0,0,0,0,2,12,8,58,1,3,0,0,0,0,1,1,0,0,0,0,13130,758818,22708,16233,710,143,3162950,798612,60.823457730388434
33334,Oakland Park,FL,26.180938037384205,-80.13315376350269,30,2555,27,5169,1,10,0,0,15,143,30,292,3,18,0,0,3,20,4,47,4,30,0,0,15450,779628,40942,11389,370,563,3118328,832892,53.90886731391586
33436,Boynton Beach,FL,26.53202473154343,-80.1116386480808,14,689,10,722,0,0,0,0,2,36,16,127,2,25,0,0,1,5,0,0,0,0,0,0,21260,1371588,113408,25358,574,3857,5732903,1514785,71.25047036688619
33572,Apollo Beach,FL,27.76171257834356,-82.40593091796539,7,203,9,905,0,0,0,0,2,10,8,39,1,2,1,9,0,0,4,17,0,0,0,0,9500,886001,82805,20345,445,753,3800210,990349,104.24726315789472
33703,St. Petersburg,FL,27.815835487900106,-82.63993728436475,13,861,14,2096,0,0,0,0,4,23,15,134,5,31,1,4,0,0,0,0,1,6,0,0,11720,1104717,56906,15540,216,1620,4680139,1178999,100.5971843003413
33716,St. Petersburg,FL,27.874440621124702,-82.64885505402397,12,644,11,1092,0,0,0,0,1,3,8,97,0,0,1,4,0,0,1,1,0,0,0,0,9120,473637,15130,2513,120,83,1762421,491483,53.890679824561396
33777,Seminole,FL,27.85590780527071,-82.76185815670122,9,222,10,545,0,0,0,0,2,4,6,33,3,20,0,0,1,3,0,0,0,0,0,0,8390,599930,44877,7397,103,417,2361932,652724,77.79785458879618
33854,Lakeshore,FL,27.86,-81.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2673,407,0,0,0,6875,3080,25.66666666666667
33930,Felda,FL,26.54,-81.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,17583,843,62,0,0,55499,18488,45.09268292682927
34105,Naples,FL,26.210060788756863,-81.75662302907458,7,272,5,386,0,0,0,0,5,30,8,76,1,5,1,6,0,0,0,0,0,0,0,0,8030,1531029,86597,30927,329,12819,7547799,1661701,206.9366127023661
34237,Sarasota,FL,27.34290361377939,-82.51545923386688,10,151,3,144,1,86,0,0,2,6,4,27,1,3,0,0,1,6,0,0,0,0,0,0,7900,280622,17277,1466,64,52,965091,299481,37.908987341772146
34433,Dunnellon,FL,29.0085516,-82.5681102,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980,128036,19276,854,36,0,444399,148202,49.73221476510067
34691,Holiday,FL,28.191406789141087,-82.7403776618183,12,312,3,93,0,0,0,0,2,8,6,31,0,0,1,3,2,8,1,1,0,0,1,3,9680,359436,36401,2268,91,46,1230835,398242,41.14070247933884
34741,Kissimmee,FL,28.303436453339323,-81.42158603183398,45,1026,19,1141,0,0,0,0,9,32,34,203,3,12,1,3,4,29,4,23,1,7,1,17,22960,671227,31631,3810,466,95,2347731,707229,30.80265679442509
30030,Decatur,GA,33.775240831364854,-84.29431844696398,22,2236,42,10889,5,2569,0,0,4,61,40,773,7,78,0,0,2,11,8,171,3,16,0,0,13040,1475614,63758,45104,1832,1559,6990478,1587867,121.7689417177914
30087,Stone Mountain,GA,33.815836906280644,-84.12185105427338,30,818,16,873,0,0,0,0,5,30,14,75,2,11,1,8,4,12,1,10,0,0,1,8,17880,1122929,120843,18780,2336,1020,4850098,1265908,70.80022371364653
30126,Mableton,GA,33.81667703103701,-84.56766839486191,29,687,18,666,0,0,0,0,8,30,12,72,5,15,0,0,0,0,1,6,0,0,0,0,17780,1237376,57188,16504,2074,840,5529062,1313982,73.90224971878516
30152,Kennesaw,GA,34.00913151040487,-84.6147509498296,23,992,18,1771,0,0,0,0,4,38,14,110,3,15,1,16,3,16,2,5,1,1,0,0,19650,1849274,95246,26493,2835,1626,8505255,1975474,100.53302798982187
30345,Atlanta,GA,33.85754686699081,-84.29179049151031,20,2391,18,2001,0,0,0,0,6,83,20,233,6,53,1,3,1,6,2,13,0,0,0,0,11350,1241609,57523,23809,1559,1437,5710767,1325937,116.82264317180616
30346,Dunwoody,GA,33.925329829819844,-84.34025180932423,24,1253,23,5351,4,666,1,262,3,33,36,865,31,536,1,1,0,0,3,100,2,30,0,0,3010,240157,4507,1268,175,96,1009597,246203,81.7950166112957
30413,Bartow,GA,32.897847,-82.528981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,24149,2422,270,59,0,88603,26900,43.387096774193544
30721,Dalton,GA,34.79280207637559,-84.94837600770812,20,159,9,122,0,0,0,0,3,5,8,12,1,1,2,3,1,1,1,1,1,2,0,0,20730,769108,31447,4372,1069,215,2712870,806211,38.891027496382065
30733,Plainville,GA,34.4,-85.03,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,750,29766,1721,182,20,0,106187,31689,42.251999999999995
30828,Warrenton,GA,33.4070949,-82.6627679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,58582,6693,479,117,0,213584,65871,40.66111111111111
31312,Guyton,GA,32.259048575784995,-81.36075737354884,3,17,1,28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670,518989,35888,7907,1438,40,2119607,564262,65.08212226066897
31558,Saint Marys,GA,30.753548601667514,-81.57614010948178,16,272,18,768,0,0,0,0,6,21,13,47,3,6,1,1,3,7,0,0,0,0,0,0,8570,456033,61128,6354,1028,84,1756224,524627,61.21668611435239
31701,Albany,GA,31.58703931585165,-84.16953592615609,20,214,9,205,0,0,0,0,3,6,4,7,1,1,0,0,0,0,0,0,1,1,0,0,6890,208079,22294,1818,318,44,792118,232553,33.75224963715529
31805,Cusseta,GA,32.307970000000005,-84.7933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,40765,5862,258,81,0,141972,46966,42.31171171171171
31808,Fortson,GA,32.631763647186396,-85.0128368226972,1,8,2,13,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,297443,26297,4885,579,147,1331684,329351,91.48638888888887
39846,Edison,GA,31.558712329630694,-84.73573929999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,28180,2479,168,28,0,101982,30855,40.598684210526315
96719,Hawi,HI,20.237984204734694,-155.83074118852068,2,192,5,1133,0,0,0,0,2,6,3,24,4,14,0,0,0,0,0,0,0,0,0,0,820,43173,4463,546,19,0,168922,48201,58.78170731707317
96790,Kula,HI,20.803331787628398,-156.35051424918228,1,51,3,1696,0,0,0,0,1,68,8,58,1,5,1,4,0,0,1,5,0,0,0,0,3790,318915,24354,2563,126,1208,1413057,347166,91.60052770448549
83211,American Falls,ID,42.78851191414829,-112.8472810213525,3,23,2,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2550,126609,7739,804,6,73,459225,135231,53.03176470588235
83543,Nezperce,ID,46.23409,-116.24012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14600,1507,106,0,0,49896,16213,54.04333333333334
83633,King Hill,ID,43.07,-115.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,8420,742,0,0,0,28428,9162,65.44285714285714
83830,Fernwood,ID,47.09,-116.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,10138,867,32,0,0,31870,11037,40.87777777777778
83846,Mullan,ID,47.461928047875226,-115.77258143294266,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,12454,1544,51,0,0,40551,14049,46.83
83872,Viola,ID,46.86,-116.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,24214,2246,345,0,0,96031,26805,78.83823529411767
60108,Bloomingdale,IL,41.94884357911804,-88.10229643920367,30,1150,27,2888,0,0,0,0,4,21,37,532,14,145,5,35,1,7,8,98,2,9,1,5,11710,950184,63468,40623,294,784,4220617,1055353,90.12408198121264
60157,Medinah,IL,41.97634,-88.05209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1360,130828,7907,5458,20,235,604852,144448,106.21176470588236
60409,Calumet City,IL,41.611282663104674,-87.55258059753612,21,395,25,845,0,0,1,17,6,29,18,125,9,42,0,0,0,0,1,3,0,0,0,0,16680,596842,69489,13227,661,0,2199547,680219,40.780515587529976
60410,Channahon,IL,41.43002031565664,-88.23990474593529,9,149,3,63,0,0,0,0,1,26,3,6,1,3,0,0,0,0,0,0,0,0,0,0,6330,472080,38861,15887,190,109,2020052,527127,83.27440758293841
60465,Palos Hills,IL,41.701007807248565,-87.81479363714674,12,446,10,361,0,0,0,0,0,0,6,49,0,0,1,10,0,0,1,1,0,0,0,0,9240,490046,47883,15982,172,108,1951980,554191,59.97738095238096
60657,Chicago,IL,41.94126708780001,-87.65315546429713,29,8554,57,20882,1,292,0,0,10,275,54,3024,6,118,1,9,13,401,11,522,2,27,0,0,39860,4818920,99234,88540,634,9932,22615652,5017260,125.87205218263924
60933,Elliott,IL,40.46,-88.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6223,526,0,0,0,17824,6749,48.207142857142856
60936,Gibson City,IL,40.45972351492586,-88.37520745815027,4,39,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,118354,12029,1986,0,64,457025,132433,65.23793103448276
61063,Pecatonica,IL,42.30814939929689,-89.35108706835938,2,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,118687,11016,2475,7,28,461200,132213,66.43869346733668
61104,Rockford,IL,42.2615430423956,-89.08110218275282,15,370,13,729,2,261,0,0,3,13,12,115,4,11,0,0,0,0,1,19,0,0,0,0,6840,183654,8548,751,64,0,597494,193017,28.218859649122805
61251,Fenton,IL,41.73,-90.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,11291,726,131,0,0,40877,12148,67.48888888888891
61285,Thomson,IL,41.968014048630344,-90.10055394920904,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,42310,7553,625,0,0,146761,50488,63.11
61345,Neponset,IL,41.29,-89.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,18297,1720,97,0,0,60211,20114,59.158823529411755
61472,Rio,IL,41.10814,-90.38132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,17543,2104,176,0,0,60892,19823,70.79642857142858
61542,Lewistown,IL,40.39267079888136,-90.15648591288144,3,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,80199,12356,525,0,0,271299,93080,59.66666666666666
61815,Bondville,IL,40.11,-88.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,7365,1042,0,0,0,21576,8407,52.54375
61820,Champaign,IL,40.112620994325965,-88.23804687285399,43,2970,36,5078,4,616,0,0,16,110,36,312,12,117,2,20,4,24,7,83,4,49,0,0,9540,438495,39784,4832,39,543,1654752,483693,50.70157232704402
61844,Fithian,IL,40.11,-87.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,28489,2773,286,0,0,100457,31548,65.725
61882,Weldon,IL,40.121015,-88.750242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,19039,1782,215,0,0,67627,21036,67.85806451612903
62082,Roodhouse,IL,39.48,-90.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,48326,5201,213,0,0,161489,53740,48.41441441441442
62244,Fults,IL,38.16,-90.21,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,470,35144,3607,620,0,0,135377,39371,83.76808510638298
62343,Hull,IL,39.7,-91.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,14354,998,75,0,0,47094,15427,48.209375
62378,Versailles,IL,39.88,-90.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,20892,2521,128,0,0,71704,23541,57.417073170731705
62434,Ingraham,IL,38.84,-88.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7093,476,0,0,0,20521,7569,44.523529411764706
62523,Decatur,IL,39.843046828899176,-88.95542231309773,5,88,5,211,2,97,0,0,0,0,1,1,3,7,0,0,1,1,0,0,2,6,0,0,150,6296,0,0,0,0,19919,6296,41.973333333333336
62668,Murrayville,IL,39.58,-90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,36877,4831,286,0,0,129192,41994,60.86086956521739
62707,Springfield,IL,39.837418406368045,-89.62720082790949,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,240338,44139,4012,27,120,908467,288636,75.95684210526316
62818,Browns,IL,38.37,-87.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,7591,453,0,0,0,21809,8044,50.275
62864,Mount Vernon,IL,38.31466418936426,-88.93265042670099,22,263,22,578,1,59,0,0,2,17,4,7,1,3,0,0,0,0,0,0,0,0,0,0,10550,544440,57951,7050,58,464,2088707,609963,57.816398104265396
62893,Walnut Hill,IL,38.47,-89.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,24116,3417,262,0,0,83165,27795,57.90625
62964,Mounds,IL,37.119979799999996,-89.187086,0,0,1,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,530,20203,4107,65,0,0,63989,24375,45.99056603773585
46001,Alexandria,IN,40.25915499173501,-85.67186067386892,4,17,2,18,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4930,228336,25327,1029,163,0,809923,254855,51.6947261663286
46040,Fortville,IN,39.933980285647365,-85.85905953439999,6,98,5,464,1,10,0,0,2,3,4,34,0,0,1,2,0,0,0,0,0,0,0,0,5760,599026,21487,9519,827,356,2764058,631215,109.5859375
46044,Frankton,IN,40.22,-85.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,70293,7155,390,56,0,251224,77894,54.85492957746479
46069,Sheridan,IN,40.132996994017454,-86.22350260358076,1,7,2,21,0,0,0,0,0,0,2,53,1,6,0,0,0,0,0,0,0,0,0,0,3310,202338,9794,2058,194,77,818470,214461,64.7918429003021
46151,Martinsville,IN,39.429969523210936,-86.41062132852747,20,319,7,175,1,6,0,0,0,0,9,35,0,0,1,1,0,0,1,1,0,0,0,0,14750,820264,71787,4389,1138,178,3211824,897756,60.864813559322045
46157,Monrovia,IN,39.578942311216785,-86.48269260515404,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,110790,7273,633,133,39,436484,118868,64.60217391304347
46176,Shelbyville,IN,39.52556478501381,-85.76468833424572,41,403,16,348,1,24,0,0,27,53,21,55,3,4,1,3,4,10,1,1,0,0,0,0,13280,659334,41959,3298,549,177,2445888,705317,53.11121987951808
46229,Indianapolis,IN,39.778334324995114,-85.98638579708246,26,466,10,395,0,0,0,0,12,67,21,118,8,40,1,7,1,5,2,13,1,6,0,0,13660,533142,47445,3391,661,74,1923312,584713,42.804758418740846
46356,Lowell,IN,41.292194892671425,-87.40397833346728,7,75,11,132,0,0,0,0,2,14,8,12,3,4,0,0,0,0,2,5,1,1,0,0,8720,529638,42438,6553,677,133,2117970,579439,66.44942660550458
46385,Valparaiso,IN,41.45964143010382,-87.07738757881174,4,184,6,127,0,0,0,0,1,7,2,12,2,8,0,0,1,8,1,4,0,0,0,0,19690,1650891,113387,22752,1865,2068,7136348,1790963,90.95799898425597
46391,Westville,IN,41.54321623102372,-86.89974083694229,5,61,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,183019,14771,1793,212,38,715456,199833,66.83377926421404
46601,South Bend,IN,41.67,-86.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,58136,2152,242,25,0,201497,60555,29.11298076923077
46628,South Bend,IN,41.70989541745533,-86.3019090429011,17,175,8,189,0,0,1,52,3,13,4,21,0,0,2,9,0,0,1,3,1,3,0,0,12260,553246,38019,4311,581,194,2110475,596351,48.642006525285474
46732,Cromwell,IN,41.4,-85.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,63760,2816,202,23,0,218235,66801,46.069655172413796
46767,Ligonier,IN,41.459446777330534,-85.59058513114424,6,45,1,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3680,162259,5561,603,70,0,539388,168493,45.78614130434783
46805,Fort Wayne,IN,41.10880570438053,-85.12644897964509,31,626,23,1054,1,2,0,0,4,6,41,225,8,22,4,7,0,0,2,15,0,0,0,0,9910,400073,20109,1467,169,131,1436945,421949,42.57810292633703
46933,Gas City,IN,40.484163162589226,-85.57452769873791,6,33,8,326,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3130,123715,11228,431,67,0,424432,135441,43.27188498402556
47175,Taswell,IN,38.33,-86.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,15984,1780,66,11,0,53127,17841,48.218918918918924
47235,Freetown,IN,38.9724,-86.12912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,40006,3099,182,27,0,141600,43314,51.56428571428572
47325,Brownsville,IN,39.69,-85.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,12465,1526,41,0,0,40951,14032,45.26451612903226
47373,Redkey,IN,40.3494486481326,-85.1506757363677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,37224,3910,123,16,0,120398,41273,42.549484536082474
47531,Evanston,IN,38.113191,-86.836177,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,24299,1535,93,18,0,85757,25945,58.96590909090909
47535,Freelandville,IN,38.87,-87.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,9370,1157,0,0,0,29705,10527,50.12857142857143
47550,Lamar,IN,38.04,-86.96,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,380,21054,1408,89,9,0,76859,22560,59.368421052631575
47568,Plainville,IN,38.8,-87.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,17537,913,13,6,0,57276,18469,49.91621621621621
47619,Lynnville,IN,38.1972810732151,-87.29692663178021,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,42963,3992,241,27,0,153868,47223,61.328571428571436
47660,Oakland City,IN,38.33446982935078,-87.35562190083847,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,100548,8467,305,56,0,340799,109376,50.63703703703704
47802,Terre Haute,IN,39.42585393217908,-87.41088337404491,32,452,27,850,2,46,0,0,4,12,24,72,8,31,1,3,1,3,2,7,0,0,0,0,14570,789343,63251,5709,664,766,3132635,859733,59.00706932052162
47861,Merom,IN,39.05,-87.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,13110,914,36,7,0,43807,14067,54.103846153846156
47944,Fowler,IN,40.613116733333335,-87.31195206666666,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,80221,4453,268,45,0,291868,84987,52.46111111111111
47993,Williamsport,IN,40.2883704,-87.29389990000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,96900,7813,299,39,0,338098,105051,58.687709497206704
50115,Guthrie Center,IA,41.6771984,-94.50456345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,66266,5139,462,91,0,249773,71958,59.46942148760329
50147,Lineville,IA,40.63,-93.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7540,335,0,0,0,21788,7875,46.32352941176471
50153,Lynnville,IA,41.5776749,-92.7817532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,22533,528,197,27,0,83734,23285,61.276315789473685
50206,New Providence,IA,42.28,-93.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,11559,643,71,14,0,40624,12287,58.50952380952381
50263,Waukee,IA,41.6137376397634,-93.86700169110384,7,206,6,196,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,987750,31784,21485,2195,699,4513264,1043913,109.88557894736843
50266,West Des Moines,IA,41.573754301963895,-93.78719928330358,21,530,35,2103,1,98,0,0,3,26,42,280,15,137,2,13,0,0,3,11,3,16,0,0,16750,1584655,57992,32037,2853,2424,7269405,1679961,100.29617910447763
50327,Pleasant Hill,IA,41.58,-93.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5380,395697,29518,10466,1084,140,1705699,436905,81.20910780669145
50448,Kensett,IA,43.352231302539046,-93.20986897338864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,15722,949,76,9,0,52937,16756,57.77931034482759
50540,Fonda,IA,42.58,-94.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,24889,1652,75,21,0,85287,26637,57.90652173913043
50557,Lehigh,IA,42.35,-94.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,15668,1415,63,9,0,51203,17155,53.609375
50619,Clarksville,IA,42.785139,-92.668189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,53930,4027,499,57,0,194586,58513,56.80873786407767
50651,La Porte City,IA,42.317438322876,-92.19506865092777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,105119,8232,1358,181,0,407200,114890,67.18713450292398
